Block_Nr,Block_Name,Task_Nr,Task_Name,Trial_Nr,Trial_Id,ab_pitch,age_range,best_instru,Condition_Id,correctCount,decision,earworm,errorCount,exampleCount,practice_cond,familiarity,fileArray,filePick,Frequenc,genre1,genre2,genre3,hour,imagery1,imagery2,imagery3,Instr,isCorrect,listen_time,music_theory,name_instru,nrErrors,num_instru,played_notplayed,,relative_pitch,response,retestCount,set1response,soundName,space_press1,space_press2,strategy,toneSequence,completed,end_time,exp_subject_id,group_name,rec_session_id,session_name,session_nr,start_time,subj_counter_global,subj_counter_per_group,subject_code,time_delay_offset,time_measure_std,unlocked,headphone_descript
1,pre_main,4,imported_AP_headphone test,4,4,,,,4,NA,one,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,0,NA,,,,,NA,NA,,,,,S_I_O,yes,2022-02-22T19:09:00.000Z,377679,group_1,422349,session_1,1,2022-02-22T19:01:20.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,5,6,,,,6,NA,three,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,0,NA,,,,,NA,NA,,,,,O_I_S,yes,2022-02-22T19:09:00.000Z,377679,group_1,422349,session_1,1,2022-02-22T19:01:20.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,6,1,,,,1,NA,three,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,0,NA,,,,,NA,NA,,,,,I_O_S,yes,2022-02-22T19:09:00.000Z,377679,group_1,422349,session_1,1,2022-02-22T19:01:20.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,3,imported_AP_instruction,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:09:00.000Z,377679,group_1,422349,session_1,1,2022-02-22T19:01:20.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,2,instructions,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:09:00.000Z,377679,group_1,422349,session_1,1,2022-02-22T19:01:20.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,1,Consent,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:09:00.000Z,377679,group_1,422349,session_1,1,2022-02-22T19:01:20.000Z,NA,NA,NA,not measured,NA,TRUE,NA
3,post_survey,1,post_survey,1,1,No,18-21,guitar,1,NA,,3,NA,NA,,2,,,Monthly,Metal,Rock,Funk,2 hours,5,6,4,2 years,,60-90 min,0 years,"Guitar, drums",NA,2,no,,Yes,,NA,NA,,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,23,100%,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,"At the end I tried to hear change, and then think for a second and mark that I heard change not immediately, but after a little bit of thought",,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,21,intact_3,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645559321826;1645559328895;1645559339229;1645559350232;1645559357045;1645559370687;1645559382924;1645559388170;1645559399973---values=;7067;17401;28404;35217;48859;61096;66342;78145""","""times=1645559321826;1645559418806;1645559426182;1645559441065;1645559444832;1645559455507;1645559459271;1645559473742;1645559480202;1645559489398---values=;10649;18025;32908;36675;47350;51114;65585;72045;81241""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,20,2B_1,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645559145976;1645559149889;1645559155247;1645559160770;1645559165065;1645559170010;1645559176119;1645559186097;1645559192290;1645559198026;1645559203748;1645559204179;1645559215163;1645559221441---values=;3910;9268;14791;19086;24031;30140;40118;46311;52047;57769;58200;69184;75462""","""times=1645559145976;1645559233250;1645559239173;1645559248015;1645559254632;1645559259912;1645559269466;1645559285817;1645559296680;1645559304536;1645559309202---values=;3892;9815;18657;25274;30554;40108;56459;67322;75178;79844""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,19,8B_2,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645558975279;1645558993541;1645559003811;1645559011954;1645559019862;1645559025172;1645559041487;1645559052093---values=;18260;28530;36673;44581;49891;66206;76812""","""times=1645558975279;1645559075438;1645559090026;1645559103318;1645559108480;1645559125702;1645559132921---values=;16779;31367;44659;49821;67043;74262""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,17,75%,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,"I think I got better at listening to piano music and paying attention to more and more details. Still trying to spot tempo changes, pitch changes and accents but now I think I'm better at guessing which ones are actually meaningful",,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,15,8B_1,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645558724448;1645558741365;1645558746547;1645558752827;1645558759399;1645558766708;1645558773367;1645558779448;1645558788535;1645558794478;1645558806865---values=;16914;22096;28376;34948;42257;48916;54997;64084;70027;82414""","""times=1645558724448;1645558828462;1645558834089;1645558841100;1645558847212;1645558859497;1645558875527;1645558881429---values=;16182;21809;28820;34932;47217;63247;69149""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,14,1B_3,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645558526230;1645558531389;1645558537903;1645558543379;1645558558806;1645558567476;1645558573862;1645558582929;1645558589005;1645558596288;1645558603111---values=;5156;11670;17146;32573;41243;47629;56696;62772;70055;76878""","""times=1645558526230;1645558616982;1645558623247;1645558627707;1645558641333;1645558646831;1645558657327;1645558668457;1645558673623;1645558681593---values=;5891;12156;16616;30242;35740;46236;57366;62532;70502""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,13,2B_2,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645558356222;1645558362789;1645558366133;1645558374444;1645558380736;1645558388851;1645558393740;1645558401471;1645558406483;1645558420682;1645558435335---values=;6563;9908;18219;24511;32626;37515;45246;50258;64457;79110""","""times=1645558356222;1645558445977;1645558449028;1645558458263;1645558464256;1645558472585;1645558480183;1645558483829;1645558501398;1645558505775---values=;6366;9417;18652;24645;32974;40572;44218;61787;66164""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,11,50%,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,"I'm sometimes second-guessing myself if something was meaningful change or just minor change, but the more I listen, the more I'm paying attention to smaller details + I'm trying to spot all things i mentioned earlier.",,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,9,intact_1,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645558109529;1645558115796;1645558126033;1645558128296;1645558144111;1645558155942;1645558160610;1645558173551;1645558181110---values=;6264;16501;18764;34579;46410;51078;64019;71578""","""times=1645558109529;1645558209641;1645558221476;1645558226722;1645558233565;1645558249575;1645558254772;1645558258435;1645558265597---values=;18241;30076;35322;42165;58175;63372;67035;74197""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,8,1B_1,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645557939312;1645557942971;1645557954133;1645557959481;1645557971866;1645557982214;1645557987980;1645557996283;1645558004507;1645558013511;1645558019524---values=;3658;14820;20168;32553;42901;48667;56970;65194;74198;80211""","""times=1645557939312;1645558026117;1645558028394;1645558037269;1645558043230;1645558047705;1645558053600;1645558058513;1645558065673;1645558071715;1645558079694;1645558086970;1645558098402;1645558102921---values=;3417;5694;14569;20530;25005;30900;35813;42973;49015;56994;64270;75702;80221""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,7,2B_3,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645557766622;1645557774852;1645557781583;1645557788542;1645557795512;1645557803321;1645557812511;1645557822927;1645557828539;1645557839161;1645557844819---values=;8226;14957;21916;28886;36695;45885;56301;61913;72535;78193""","""times=1645557766622;1645557859476;1645557870543;1645557879146;1645557884099;1645557893251;1645557905049;1645557912505;1645557921720---values=;7996;19063;27666;32619;41771;53569;61025;70240""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,5,25%,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,"I was trying to spot tempo changes, breaks in between of parts and accents at end of parts to hear if a part is ending or not ",,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,3,1B_2,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645557501398;1645557509543;1645557515447;1645557522073;1645557529538;1645557535791;1645557543253;1645557546916;1645557555470;1645557561547;1645557568132;1645557571802;1645557575266;1645557579376---values=;8143;14048;20674;28139;34392;41854;45517;54071;60148;66733;70403;73867;77977""","""times=1645557501398;1645557592987;1645557599725;1645557605902;1645557614982;1645557617164;1645557619757;1645557627431;1645557632072;1645557639023;1645557640629;1645557650975;1645557654939;1645557661901---values=;8216;14954;21131;30211;32393;34985;42660;47301;54252;55858;66204;70168;77130""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,2,8B_3,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645557336886;1645557349566;1645557355244;1645557367750;1645557383870;1645557398370---values=;12677;18355;30861;46981;61481""","""times=1645557336886;1645557429816;1645557435542;1645557453206;1645557463526;1645557491520---values=;12509;18235;35899;46219;74213""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
2,block_3,1,intact_2,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645557166301;1645557176577;1645557187594;1645557191247;1645557196222;1645557202471;1645557211283;1645557215749;1645557232438---values=;10273;21290;24943;29918;36167;44979;49445;66134""","""times=1645557166301;1645557260059;1645557263391;1645557273101;1645557282324;1645557297979;1645557314941---values=;10368;13700;23410;32633;48288;65250""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,10,practice_strategy,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,I was trying to spot either tempo changes or hear when notes are becoming different pitch,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,9,practice_task,1,3,,,,3,NA,,NA,NA,NA,2B_practice,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,"""times=1645556856446;1645556861832;1645556869994;1645556890013;1645556894717;1645556897576;1645556908856;1645556913603---values=5380;10766;18928;38947;43651;46510;57790;62537""","""times=1645556924624;1645556929942;1645556937847;1645556958391;1645556962950;1645556965294;1645556974245;1645556977401---values=4606;9924;17829;38373;42932;45276;54227;57383""",,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,8,imported_HP Evaluation,1,1,,,,1,NA,,NA,0,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,7,imported_HP Trials,1,4,,,,1,NA,,NA,0,NA,,NA,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp1.3.flac,,,,,,NA,NA,NA,,,,,,NA,NA,,,,choice 3,NA,NA,hp1.3.flac,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,7,imported_HP Trials,2,5,,,,1,NA,,NA,0,NA,,NA,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp3.3.flac,,,,,,NA,NA,NA,,,,,,NA,NA,,,,choice 3,NA,NA,hp3.3.flac,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,7,imported_HP Trials,3,2,,,,1,NA,,NA,0,NA,,NA,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp4.2.flac,,,,,,NA,NA,NA,,,,,,NA,NA,,,,choice 2,NA,NA,hp4.2.flac,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,7,imported_HP Trials,4,3,,,,1,NA,,NA,0,NA,,NA,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp2.2.flac,,,,,,NA,NA,NA,,,,,,NA,NA,,,,choice 2,NA,NA,hp2.2.flac,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,7,imported_HP Trials,5,6,,,,1,NA,,NA,0,NA,,NA,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp4.3.flac,,,,,,NA,NA,NA,,,,,,NA,NA,,,,choice 3,NA,NA,hp4.3.flac,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,7,imported_HP Trials,6,1,,,,1,NA,,NA,0,NA,,NA,"""times=;;;;;;;;;;;;;;;;;---values=;;;;;;;;;;;;;;;;;""",hp4.1.flac,,,,,,NA,NA,NA,,,,,,NA,NA,,,,choice 1,NA,NA,hp4.1.flac,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,6,imported_HP Instructions,1,1,,,,1,NA,,NA,NA,2,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,5,imported_AP_eval,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,0,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,1,2,,,,2,NA,two,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,0,NA,,,,,NA,NA,,,,,I_S_O,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,2,6,,,,6,NA,three,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,0,NA,,,,,NA,NA,,,,,O_I_S,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,3,4,,,,4,NA,one,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,0,NA,,,,,NA,NA,,,,,S_I_O,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,4,5,,,,5,NA,two,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,0,NA,,,,,NA,NA,,,,,O_S_I,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,5,3,,,,3,NA,one,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,0,NA,,,,,NA,NA,,,,,S_O_I,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,6,1,,,,1,NA,three,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,0,NA,,,,,NA,NA,,,,,I_O_S,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,3,imported_AP_instruction,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,2,instructions,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,1,Consent,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:55:20.000Z,377678,group_3,422348,session_3,1,2022-02-22T19:01:27.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,5,imported_AP_eval,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,1,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,1,1,,,,1,NA,one,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,FALSE,,,,1,NA,,,,,NA,NA,,,,,I_O_S,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,2,6,,,,6,NA,three,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,1,NA,,,,,NA,NA,,,,,O_I_S,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,3,3,,,,3,NA,one,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,1,NA,,,,,NA,NA,,,,,S_O_I,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,4,2,,,,2,NA,two,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,1,NA,,,,,NA,NA,,,,,I_S_O,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,5,4,,,,4,NA,one,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,1,NA,,,,,NA,NA,,,,,S_I_O,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,6,5,,,,5,NA,two,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,1,NA,,,,,NA,NA,,,,,O_S_I,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,3,imported_AP_instruction,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,2,instructions,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,1,Consent,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:05:05.000Z,377677,group_2,422347,session_2,1,2022-02-22T19:01:14.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,5,imported_AP_eval,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,3,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,1,4,,,,4,NA,three,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,FALSE,,,,1,NA,,,,,NA,NA,,,,,S_I_O,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,2,6,,,,6,NA,three,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,1,NA,,,,,NA,NA,,,,,O_I_S,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,3,5,,,,5,NA,one,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,FALSE,,,,2,NA,,,,,NA,NA,,,,,O_S_I,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,4,2,,,,2,NA,one,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,FALSE,,,,3,NA,,,,,NA,NA,,,,,I_S_O,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,5,1,,,,1,NA,three,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,3,NA,,,,,NA,NA,,,,,I_O_S,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,4,imported_AP_headphone test,6,3,,,,3,NA,one,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,TRUE,,,,3,NA,,,,,NA,NA,,,,,S_O_I,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,3,imported_AP_instruction,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,2,instructions,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,1,Consent,1,1,,,,1,NA,,NA,NA,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:03:52.000Z,377676,group_1,422346,session_1,1,2022-02-22T19:00:43.000Z,NA,NA,NA,not measured,NA,TRUE,NA
1,pre_main,8,imported_HP Evaluation,1,1,,,,1,NA,,NA,5,NA,,NA,,,,,,,,NA,NA,NA,,,,,,NA,NA,,,,,NA,NA,,,,,,yes,2022-02-22T19:05:36.000Z,377675,group_4,422345,session_4,1,2022-02-22T19:00:59.000Z,NA,NA,NA,not measured,NA,TRUE,NA
