exp_subject_id,Task_Name,Trial_Nr,participant_spacePress2,practice_catseg_scramble,scramble_cat_1,scramble_cat_3,scramble_cat_4,scramble_catseg_4,scramble_level,scramble_m_1,scramble_m_2,scramble_m_3,scramble_open_3,scramble_p_1,scramble_p_2,scramble_p_3
360662.0,Memory_2,10.0,,,,,,,,,8B,,,,,
360662.0,Memory_2,11.0,,,,,,,,,2B,,,,,
360662.0,Memory_2,12.0,,,,,,,,,1B,,,,,
360662.0,Memory_2,13.0,,,,,,,,,8B,,,,,
360662.0,Memory_2,14.0,,,,,,,,,2B,,,,,
360662.0,Memory_2,15.0,,,,,,,,,2B,,,,,
360662.0,Memory_2,16.0,,,,,,,,,2B,,,,,
360662.0,Memory_2,17.0,,,,,,,,,2B,,,,,
360662.0,Memory_2,18.0,,,,,,,,,2B,,,,,
360662.0,Memory_2,19.0,,,,,,,,,1B,,,,,
360662.0,Memory_2,20.0,,,,,,,,,8B,,,,,
360662.0,Memory_2,21.0,,,,,,,,,8B,,,,,
360662.0,Memory_2,22.0,,,,,,,,,8B,,,,,
360662.0,Memory_2,23.0,,,,,,,,,8B,,,,,
360662.0,Memory_2,24.0,,,,,,,,,1B,,,,,
360662.0,Memory_2,25.0,,,,,,,,,8B,,,,,
360662.0,Memory_2,26.0,,,,,,,,,1B,,,,,
360662.0,Memory_2,27.0,,,,,,,,,2B,,,,,
360662.0,Memory_2,28.0,,,,,,,,,2B,,,,,
360662.0,Memory_2,29.0,,,,,,,,,1B,,,,,
360662.0,Memory_2,30.0,,,,,,,,,1B,,,,,
360662.0,Ready?,1.0,,,,,,,,,,,,,,
360662.0,Practice_Memory,1.0,,,,,,,,,,,,,,
360662.0,Practice_Memory,2.0,,,,,,,,,,,,,,
360662.0,Practice_Memory,3.0,,,,,,,,,,,,,,
360662.0,Instructions_Memory,1.0,,,,,,,,,,,,,,
360662.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,
360662.0,imported_HP Trials,1.0,,,,,,,,,,,,,,
360662.0,imported_HP Trials,2.0,,,,,,,,,,,,,,
360662.0,imported_HP Trials,3.0,,,,,,,,,,,,,,
360662.0,imported_HP Trials,4.0,,,,,,,,,,,,,,
360662.0,imported_HP Trials,5.0,,,,,,,,,,,,,,
360662.0,imported_HP Trials,6.0,,,,,,,,,,,,,,
360662.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,
360662.0,imported_AP_eval,1.0,,,,,,,,,,,,,,
360662.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,
360662.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,
360662.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,
360662.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,
360662.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,
360662.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,
360662.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,
360662.0,InstructionsMemOpen,1.0,,,,,,,,,,,,,,
360662.0,Consent,1.0,,,,,,,,,,,,,,
361959.0,Post-Survey,1.0,,,,,,,,,,,,,,
361959.0,OpenEndedSeg_4,1.0,"""times=1643150367784;1643150444460;1643150464295;1643150471161;1643150486692---values=;9716;29551;36417;51948""",,,,intact,,,,,,,,,
361959.0,OpenEndedSeg_4,2.0,"""times=1643150502106;1643150571597;1643150574115;1643150583505;1643150586074;1643150591087;1643150599370;1643150602104;1643150605704;1643150614178;1643150622376---values=;6402;8920;18310;20878;25892;34175;36909;40509;48983;57181""",,,,2B,,,,,,,,,
361959.0,OpenEndedSeg_4,3.0,"""times=1643150628705;1643150700976;1643150705185;1643150709609;1643150716552;1643150723646;1643150730759;1643150740634;1643150745320---values=;9213;13422;17846;24789;31883;38996;48871;53557""",,,,1B,,,,,,,,,
361959.0,OpenEndedSeg_4,4.0,"""times=1643150755271;1643150824239;1643150830433;1643150840391;1643150856397;1643150863612;1643150871523---values=;6045;12239;22197;38203;45418;53329""",,,,intact,,,,,,,,,
361959.0,OpenEndedSeg_4,5.0,"""times=1643150881567;1643150953321;1643150957390;1643150967882;1643150981445;1643150999198;1643151005154---values=;5189;9258;19750;33313;51066;57022""",,,,8B,,,,,,,,,
361959.0,OpenEndedSeg_4,6.0,"""times=1643151015181---values=""",,,,8B,,,,,,,,,
361959.0,OpenEndedSeg_4,7.0,"""times=1643151224016;1643151230791;1643151240476;1643151252802;1643151264204;1643151276463---values=7151;13926;23611;35937;47339;59598""",,,,1B,,,,,,,,,
361959.0,OpenEndedSeg_4,8.0,"""times=1643151284410;1643151353116;1643151365581;1643151378721;1643151394135;1643151406306;1643151414155---values=;2133;14598;27738;43152;55323;63172""",,,,2B,,,,,,,,,
361959.0,Ready?,1.0,,,,,,,,,,,,,,
361959.0,Practice_OpenEnded,1.0,"""times=1643150295169;1643150307523;1643150322860;1643150333040;1643150341020---values=12877;25231;40568;50748;58728""",,,,,,,,,,,,,
361959.0,Instructions_Open,1.0,,,,,,,,,,,,,,
361959.0,Memory_1,1.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,2.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,3.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,4.0,,,,,,,,1B,,,,,,
361959.0,Memory_1,5.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,6.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,7.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,8.0,,,,,,,,1B,,,,,,
361959.0,Memory_1,9.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,10.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,11.0,,,,,,,,1B,,,,,,
361959.0,Memory_1,12.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,13.0,,,,,,,,1B,,,,,,
361959.0,Memory_1,14.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,15.0,,,,,,,,1B,,,,,,
361959.0,Memory_1,16.0,,,,,,,,1B,,,,,,
361959.0,Memory_1,17.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,18.0,,,,,,,,1B,,,,,,
361959.0,Memory_1,19.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,20.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,21.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,22.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,23.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,24.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,25.0,,,,,,,,2B,,,,,,
361959.0,Memory_1,26.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,27.0,,,,,,,,1B,,,,,,
361959.0,Memory_1,28.0,,,,,,,,8B,,,,,,
361959.0,Memory_1,29.0,,,,,,,,1B,,,,,,
361959.0,Memory_1,30.0,,,,,,,,1B,,,,,,
361959.0,Ready?,1.0,,,,,,,,,,,,,,
361959.0,Practice_Memory,1.0,,,,,,,,,,,,,,
361959.0,Practice_Memory,2.0,,,,,,,,,,,,,,
361959.0,Practice_Memory,3.0,,,,,,,,,,,,,,
361959.0,Instructions_Memory,1.0,,,,,,,,,,,,,,
361959.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,
361959.0,imported_HP Trials,1.0,,,,,,,,,,,,,,
361959.0,imported_HP Trials,2.0,,,,,,,,,,,,,,
361959.0,imported_HP Trials,3.0,,,,,,,,,,,,,,
361959.0,imported_HP Trials,4.0,,,,,,,,,,,,,,
361959.0,imported_HP Trials,5.0,,,,,,,,,,,,,,
361959.0,imported_HP Trials,6.0,,,,,,,,,,,,,,
361959.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,
361959.0,imported_AP_eval,1.0,,,,,,,,,,,,,,
361959.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,
361959.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,
361959.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,
361959.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,
361959.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,
361959.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,
361959.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,
361959.0,InstructionsMemOpen,1.0,,,,,,,,,,,,,,
361959.0,Consent,1.0,,,,,,,,,,,,,,
355343.0,Post-Survey,1.0,,,,,,,,,,,,,,
355343.0,OpenEndedSeg_3,1.0,"""times=1642532624504;1642532709348;1642532724868;1642532733978;1642532741032---values=;17416;32935;42046;49100""",,,,,,,,,,8B,,,
355343.0,OpenEndedSeg_3,2.0,"""times=1642532759366;1642532842411;1642532853425;1642532858724;1642532865654;1642532873735;1642532879426;1642532885933---values=;15759;26773;32072;39002;47083;52774;59281""",,,,,,,,,,2B,,,
355343.0,OpenEndedSeg_3,3.0,"""times=1642532893909;1642532976334;1642533004064;1642533010502;1642533015349;1642533019571;1642533024335---values=;15122;42852;49290;54137;58359;63123""",,,,,,,,,,8B,,,
355343.0,OpenEndedSeg_3,4.0,"""times=1642533028448;1642533101128;1642533110161;1642533110413;1642533119336;1642533123991;1642533127210;1642533131461;1642533134788;1642533145429;1642533150719;1642533158718---values=;5057;14090;14342;23265;27919;31139;35390;38717;49358;54648;62647""",,,,,,,,,,2B,,,
355343.0,OpenEndedSeg_3,5.0,"""times=1642533163653;1642533245884;1642533258570;1642533272914;1642533282659;1642533291114---values=;16211;28897;43241;52986;61441""",,,,,,,,,,intact,,,
355343.0,OpenEndedSeg_3,6.0,"""times=1642533295649;1642533368126;1642533377959;1642533385070;1642533390009;1642533394563;1642533399038;1642533406620;1642533415299;1642533420973---values=;5393;15226;22337;27276;31830;36305;43887;52566;58240""",,,,,,,,,,1B,,,
355343.0,OpenEndedSeg_3,7.0,"""times=1642533429792;1642533502721;1642533508363;1642533513279;1642533519473;1642533523884;1642533529031;1642533534085;1642533544463;1642533551421;1642533561324---values=;5470;11112;16028;22222;26633;31780;36834;47212;54170;64073""",,,,,,,,,,1B,,,
355343.0,OpenEndedSeg_3,8.0,"""times=1642533564692;1642533638400;1642533644994;1642533650488;1642533655695;1642533664933;1642533671860;1642533680118;1642533686005;1642533692363---values=;6567;13161;18655;23862;33100;40027;48285;54172;60530""",,,,,,,,,,intact,,,
355343.0,Ready?,1.0,,,,,,,,,,,,,,
355343.0,Practice_OpenEnded,1.0,"""times=1642532544325;1642532552027;1642532564888;1642532580452;1642532588998;1642532600171;1642532609869---values=4543;12245;25106;40670;49216;60389;70087""",,,,,,,,,,,,,
355343.0,Instructions_Open,1.0,,,,,,,,,,,,,,
355343.0,Prediction_2,1.0,,,,,,,,,,,,,8B,
355343.0,Prediction_2,2.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,3.0,,,,,,,,,,,,,8B,
355343.0,Prediction_2,4.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,5.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,6.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,7.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,8.0,,,,,,,,,,,,,8B,
355343.0,Prediction_2,9.0,,,,,,,,,,,,,8B,
355343.0,Prediction_2,10.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,11.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,12.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,13.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,14.0,,,,,,,,,,,,,8B,
355343.0,Prediction_2,15.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,16.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,17.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,18.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,19.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,20.0,,,,,,,,,,,,,8B,
355343.0,Prediction_2,21.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,22.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,23.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,24.0,,,,,,,,,,,,,2B,
355343.0,Prediction_2,25.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,26.0,,,,,,,,,,,,,8B,
355343.0,Prediction_2,27.0,,,,,,,,,,,,,8B,
355343.0,Prediction_2,28.0,,,,,,,,,,,,,1B,
355343.0,Prediction_2,29.0,,,,,,,,,,,,,8B,
355343.0,Prediction_2,30.0,,,,,,,,,,,,,8B,
355343.0,Ready?,1.0,,,,,,,,,,,,,,
355343.0,Practice_Prediction,1.0,,,,,,,,,,,,,,
355343.0,Practice_Prediction,2.0,,,,,,,,,,,,,,
355343.0,Practice_Prediction,3.0,,,,,,,,,,,,,,
355343.0,Instructions_Prediction,1.0,,,,,,,,,,,,,,
355343.0,imported_AP_eval,1.0,,,,,,,,,,,,,,
355343.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,
355343.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,
355343.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,
355343.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,
355343.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,
355343.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,
355343.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,
355343.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,
355343.0,imported_HP Trials,1.0,,,,,,,,,,,,,,
355343.0,imported_HP Trials,2.0,,,,,,,,,,,,,,
355343.0,imported_HP Trials,3.0,,,,,,,,,,,,,,
355343.0,imported_HP Trials,4.0,,,,,,,,,,,,,,
355343.0,imported_HP Trials,5.0,,,,,,,,,,,,,,
355343.0,imported_HP Trials,6.0,,,,,,,,,,,,,,
355343.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,
355343.0,InstructionsPredOpen,1.0,,,,,,,,,,,,,,
355343.0,Consent,1.0,,,,,,,,,,,,,,
344058.0,Post-Survey,1.0,,,,,,,,,,,,,,
344058.0,OpenEndedSeg_4,1.0,"""times=1640886356255;1640886451915;1640886474073---values=;29116;51274""",,,,8B,,,,,,,,,
344058.0,OpenEndedSeg_4,2.0,"""times=1640886489809;1640886569301;1640886593512;1640886604129;1640886618548---values=;12866;37077;47694;62113""",,,,1B,,,,,,,,,
344058.0,OpenEndedSeg_4,3.0,"""times=1640886623494;1640886706820;1640886718894;1640886740295---values=;16850;28924;50325""",,,,8B,,,,,,,,,
344058.0,OpenEndedSeg_4,4.0,"""times=1640886756880;1640886833928;1640886841441;1640886849019;1640886864656;1640886881308---values=;10439;17952;25530;41167;57819""",,,,2B,,,,,,,,,
344058.0,OpenEndedSeg_4,5.0,"""times=1640886890552;1640886963278;1640886970789;1640886986992;1640887000892;1640887016688;1640887018766---values=;5506;13017;29220;43120;58916;60994""",,,,1B,,,,,,,,,
344058.0,OpenEndedSeg_4,6.0,"""times=1640887025412;1640887098177;1640887108137;1640887137781---values=;9678;19638;49282""",,,,2B,,,,,,,,,
344058.0,OpenEndedSeg_4,7.0,"""times=1640887151988;1640887241064;1640887255899---values=;26127;40962""",,,,intact,,,,,,,,,
344058.0,OpenEndedSeg_4,8.0,"""times=1640887278321;1640887355973;1640887375273---values=;10773;30074""",,,,intact,,,,,,,,,
344058.0,Ready?,1.0,,,,,,,,,,,,,,
344058.0,Practice_OpenEnded,1.0,"""times=1640886289438---values=25921""",,,,,,,,,,,,,
344058.0,Instructions_Open,1.0,,,,,,,,,,,,,,
344058.0,Prediction_1,1.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,2.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,3.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,4.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,5.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,6.0,,,,,,,,,,,,8B,,
344058.0,Prediction_1,7.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,8.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,9.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,10.0,,,,,,,,,,,,8B,,
344058.0,Prediction_1,11.0,,,,,,,,,,,,8B,,
344058.0,Prediction_1,12.0,,,,,,,,,,,,8B,,
344058.0,Prediction_1,13.0,,,,,,,,,,,,8B,,
344058.0,Prediction_1,14.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,15.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,16.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,17.0,,,,,,,,,,,,8B,,
344058.0,Prediction_1,18.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,19.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,20.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,21.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,22.0,,,,,,,,,,,,8B,,
344058.0,Prediction_1,23.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,24.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,25.0,,,,,,,,,,,,8B,,
344058.0,Prediction_1,26.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,27.0,,,,,,,,,,,,8B,,
344058.0,Prediction_1,28.0,,,,,,,,,,,,2B,,
344058.0,Prediction_1,29.0,,,,,,,,,,,,1B,,
344058.0,Prediction_1,30.0,,,,,,,,,,,,8B,,
344058.0,Ready?,1.0,,,,,,,,,,,,,,
344058.0,Practice_Prediction,1.0,,,,,,,,,,,,,,
344058.0,Practice_Prediction,2.0,,,,,,,,,,,,,,
344058.0,Practice_Prediction,3.0,,,,,,,,,,,,,,
344058.0,Instructions_Prediction,1.0,,,,,,,,,,,,,,
344058.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,
344058.0,imported_HP Trials,1.0,,,,,,,,,,,,,,
344058.0,imported_HP Trials,2.0,,,,,,,,,,,,,,
344058.0,imported_HP Trials,3.0,,,,,,,,,,,,,,
344058.0,imported_HP Trials,4.0,,,,,,,,,,,,,,
344058.0,imported_HP Trials,5.0,,,,,,,,,,,,,,
344058.0,imported_HP Trials,6.0,,,,,,,,,,,,,,
344058.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,
344058.0,imported_AP_eval,1.0,,,,,,,,,,,,,,
344058.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,
344058.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,
344058.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,
344058.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,
344058.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,
344058.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,
344058.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,
344058.0,InstructionsPredOpen,1.0,,,,,,,,,,,,,,
344058.0,Consent,1.0,,,,,,,,,,,,,,
360267.0,Post-Survey,1.0,,,,,,,,,,,,,,
360267.0,CategorizationSeg_4,1.0,,,,,,intact,,,,,,,,
360267.0,CategorizationSeg_4,2.0,,,,,,8B,,,,,,,,
360267.0,CategorizationSeg_4,3.0,,,,,,8B,,,,,,,,
360267.0,CategorizationSeg_4,4.0,,,,,,1B,,,,,,,,
360267.0,CategorizationSeg_4,5.0,,,,,,intact,,,,,,,,
360267.0,CategorizationSeg_4,6.0,,,,,,1B,,,,,,,,
360267.0,CategorizationSeg_4,7.0,,,,,,2B,,,,,,,,
360267.0,CategorizationSeg_4,8.0,,,,,,2B,,,,,,,,
360267.0,Ready?,1.0,,,,,,,,,,,,,,
360267.0,Practice_Categorization,1.0,,intact,,,,,,,,,,,,
360267.0,Instructions for Categorization Seg.,1.0,,,,,,,,,,,,,,
360267.0,Prediction_1,1.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,2.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,3.0,,,,,,,,,,,,2B,,
360267.0,Prediction_1,4.0,,,,,,,,,,,,2B,,
360267.0,Prediction_1,5.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,6.0,,,,,,,,,,,,2B,,
360267.0,Prediction_1,7.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,8.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,9.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,10.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,11.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,12.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,13.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,14.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,15.0,,,,,,,,,,,,2B,,
360267.0,Prediction_1,16.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,17.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,18.0,,,,,,,,,,,,2B,,
360267.0,Prediction_1,19.0,,,,,,,,,,,,2B,,
360267.0,Prediction_1,20.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,21.0,,,,,,,,,,,,2B,,
360267.0,Prediction_1,22.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,23.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,24.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,25.0,,,,,,,,,,,,2B,,
360267.0,Prediction_1,26.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,27.0,,,,,,,,,,,,1B,,
360267.0,Prediction_1,28.0,,,,,,,,,,,,2B,,
360267.0,Prediction_1,29.0,,,,,,,,,,,,8B,,
360267.0,Prediction_1,30.0,,,,,,,,,,,,2B,,
360267.0,Ready?,1.0,,,,,,,,,,,,,,
360267.0,Practice_Prediction,1.0,,,,,,,,,,,,,,
360267.0,Practice_Prediction,2.0,,,,,,,,,,,,,,
360267.0,Practice_Prediction,3.0,,,,,,,,,,,,,,
360267.0,Instructions_Prediction,1.0,,,,,,,,,,,,,,
360267.0,imported_AP_eval,1.0,,,,,,,,,,,,,,
360267.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,
360267.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,
360267.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,
360267.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,
360267.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,
360267.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,
360267.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,
360267.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,
360267.0,imported_HP Trials,1.0,,,,,,,,,,,,,,
360267.0,imported_HP Trials,2.0,,,,,,,,,,,,,,
360267.0,imported_HP Trials,3.0,,,,,,,,,,,,,,
360267.0,imported_HP Trials,4.0,,,,,,,,,,,,,,
360267.0,imported_HP Trials,5.0,,,,,,,,,,,,,,
360267.0,imported_HP Trials,6.0,,,,,,,,,,,,,,
360267.0,imported_HP Instructions,1.0,,,,,,,,,,,,,,
360267.0,InstructionsPredCat,1.0,,,,,,,,,,,,,,
360267.0,Consent,1.0,,,,,,,,,,,,,,
355545.0,Post-Survey,1.0,,,,,,,,,,,,,,
355545.0,OpenEndedSeg_2,1.0,"""times=1642563874428;1642563946321;1642563963985;1642563972352;1642563984121;1642563992801---values=;8898;26562;34929;46698;55378""",,,,,,2B,,,,,,,
355545.0,OpenEndedSeg_2,2.0,"""times=1642564000929;1642564086009;1642564116881;1642564122505---values=;18213;49085;54709""",,,,,,8B,,,,,,,
355545.0,OpenEndedSeg_2,3.0,"""times=1642564135157;1642564211802;1642564238058---values=;17489;43745""",,,,,,8B,,,,,,,
355545.0,OpenEndedSeg_2,4.0,"""times=1642564253975;1642564334026;1642564353386---values=;19273;38633""",,,,,,1B,,,,,,,
355545.0,OpenEndedSeg_2,5.0,"""times=1642564376036;1642564443418;1642564449370;1642564451850;1642564457841;1642564463306;1642564468410;1642564473946;1642564475866---values=;4672;10624;13104;19095;24560;29664;35200;37120""",,,,,,2B,,,,,,,
355545.0,OpenEndedSeg_2,6.0,"""times=1642564501958;1642564571787;1642564582226;1642564583923;1642564590298;1642564596898;1642564601842;1642564607090;1642564612738---values=;8972;19411;21108;27483;34083;39027;44275;49923""",,,,,,1B,,,,,,,
355545.0,OpenEndedSeg_2,7.0,"""times=1642564624177;1642564728234---values=;35542""",,,,,,intact,,,,,,,
355545.0,OpenEndedSeg_2,8.0,"""times=1642564761705;1642564879307---values=;55021""",,,,,,intact,,,,,,,
355545.0,Ready?,1.0,,,,,,,,,,,,,,
355545.0,Practice_OpenEnded,1.0,"""times=1642563816201;1642563817737;1642563820912;1642563825064---values=25532;27069;30244;34396""",,,,,,,,,,,,,
355545.0,Instructions_Open,1.0,,,,,,,,,,,,,,
355545.0,Memory_3,1.0,,,,,,,,,,8B,,,,
355545.0,Memory_3,2.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,3.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,4.0,,,,,,,,,,8B,,,,
355545.0,Memory_3,5.0,,,,,,,,,,8B,,,,
355545.0,Memory_3,6.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,7.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,8.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,9.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,10.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,11.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,12.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,13.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,14.0,,,,,,,,,,8B,,,,
355545.0,Memory_3,15.0,,,,,,,,,,8B,,,,
355545.0,Memory_3,16.0,,,,,,,,,,8B,,,,
355545.0,Memory_3,17.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,18.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,19.0,,,,,,,,,,8B,,,,
355545.0,Memory_3,20.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,21.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,22.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,23.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,24.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,25.0,,,,,,,,,,8B,,,,
355545.0,Memory_3,26.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,27.0,,,,,,,,,,2B,,,,
355545.0,Memory_3,28.0,,,,,,,,,,8B,,,,
355545.0,Memory_3,29.0,,,,,,,,,,1B,,,,
355545.0,Memory_3,30.0,,,,,,,,,,8B,,,,
355545.0,Ready?,1.0,,,,,,,,,,,,,,
355545.0,Practice_Memory,1.0,,,,,,,,,,,,,,
355545.0,Practice_Memory,2.0,,,,,,,,,,,,,,
355545.0,Practice_Memory,3.0,,,,,,,,,,,,,,
355545.0,Instructions_Memory,1.0,,,,,,,,,,,,,,
355545.0,imported_AP_eval,1.0,,,,,,,,,,,,,,
355545.0,imported_AP_headphone test,1.0,,,,,,,,,,,,,,
355545.0,imported_AP_headphone test,2.0,,,,,,,,,,,,,,
355545.0,imported_AP_headphone test,3.0,,,,,,,,,,,,,,
355545.0,imported_AP_headphone test,4.0,,,,,,,,,,,,,,
355545.0,imported_AP_headphone test,5.0,,,,,,,,,,,,,,
355545.0,imported_AP_headphone test,6.0,,,,,,,,,,,,,,
355545.0,imported_AP_instruction,1.0,,,,,,,,,,,,,,
355545.0,imported_HP Evaluation,1.0,,,,,,,,,,,,,,
355545.0,imported_HP Trials,1.0,,,,,,,,,,,,,,
355545.0,imported_HP Trials,2.0,,,,,,,,,,,,,,
355545.0,imported_HP Trials,3.0,,,,,,,,,,,,,,
355545.0,imported_HP Trials,4.0,,,,,,,,,,,,,,
